environment,algorithm,seed,episode,train_reward,eval_reward,epsilon
MountainCar-v0,dueling_dqn,1,109,66.8233,,0.192552
MountainCar-v0,dueling_dqn,1,110,155.1412,,0.189664
MountainCar-v0,dueling_dqn,1,111,-158.1964,,0.186819
MountainCar-v0,dueling_dqn,1,112,-158.1503,,0.184017
MountainCar-v0,dueling_dqn,1,113,-3.4277,,0.181257
MountainCar-v0,dueling_dqn,1,114,34.6877,,0.178538
MountainCar-v0,dueling_dqn,1,115,24.4869,,0.17586
MountainCar-v0,dueling_dqn,1,116,-129.809,,0.173222
MountainCar-v0,dueling_dqn,1,117,-33.7929,,0.170624
MountainCar-v0,dueling_dqn,1,118,49.659,,0.168064
MountainCar-v0,dueling_dqn,1,119,167.5213,,0.165543
MountainCar-v0,dueling_dqn,1,120,22.5135,-142.1704,0.16306
MountainCar-v0,dueling_dqn,1,121,100.8194,,0.160614
MountainCar-v0,dueling_dqn,1,122,-164.8755,,0.158205
MountainCar-v0,dueling_dqn,1,123,100.5068,,0.155832
MountainCar-v0,dueling_dqn,1,124,116.6405,,0.153494
MountainCar-v0,dueling_dqn,1,125,-169.8946,,0.151192
MountainCar-v0,dueling_dqn,1,126,45.3754,,0.148924
MountainCar-v0,dueling_dqn,1,127,-173.3821,,0.14669
MountainCar-v0,dueling_dqn,1,128,-155.2938,,0.14449
MountainCar-v0,dueling_dqn,1,129,-82.3025,,0.142323
MountainCar-v0,dueling_dqn,1,130,62.7625,,0.140188
MountainCar-v0,dueling_dqn,1,131,-153.9595,,0.138085
MountainCar-v0,dueling_dqn,1,132,39.4507,,0.136014
MountainCar-v0,dueling_dqn,1,133,-172.4689,,0.133973
MountainCar-v0,dueling_dqn,1,134,72.8374,,0.131964
MountainCar-v0,dueling_dqn,1,135,-155.2656,,0.129984
MountainCar-v0,dueling_dqn,1,136,-79.9854,,0.128035
MountainCar-v0,dueling_dqn,1,137,44.6568,,0.126114
MountainCar-v0,dueling_dqn,1,138,-148.7995,,0.124222
MountainCar-v0,dueling_dqn,1,139,-147.7568,,0.122359
MountainCar-v0,dueling_dqn,1,140,63.536,-160.3789,0.120524
MountainCar-v0,dueling_dqn,1,141,33.5546,,0.118716
MountainCar-v0,dueling_dqn,1,142,18.9544,,0.116935
MountainCar-v0,dueling_dqn,1,143,-146.8703,,0.115181
MountainCar-v0,dueling_dqn,1,144,-174.5365,,0.113453
MountainCar-v0,dueling_dqn,1,145,85.3748,,0.111752
MountainCar-v0,dueling_dqn,1,146,231.258,,0.110075
MountainCar-v0,dueling_dqn,1,147,-150.24,,0.108424
MountainCar-v0,dueling_dqn,1,148,-182.0006,,0.106798
MountainCar-v0,dueling_dqn,1,149,-75.9799,,0.105196
MountainCar-v0,dueling_dqn,1,150,56.3191,,0.103618
MountainCar-v0,dueling_dqn,1,151,-160.2025,,0.102064
MountainCar-v0,dueling_dqn,1,152,60.1385,,0.100533
MountainCar-v0,dueling_dqn,1,153,45.5978,,0.099025
MountainCar-v0,dueling_dqn,1,154,47.0626,,0.097539
MountainCar-v0,dueling_dqn,1,155,51.9305,,0.096076
MountainCar-v0,dueling_dqn,1,156,-161.5115,,0.094635
MountainCar-v0,dueling_dqn,1,157,-165.8914,,0.093216
MountainCar-v0,dueling_dqn,1,158,34.9409,,0.091817
MountainCar-v0,dueling_dqn,1,159,-172.3553,,0.09044
MountainCar-v0,dueling_dqn,1,160,19.1415,-121.2755,0.089083
MountainCar-v0,dueling_dqn,1,161,-1.6964,,0.087747
MountainCar-v0,dueling_dqn,1,162,56.0918,,0.086431
MountainCar-v0,dueling_dqn,1,163,52.5979,,0.085134
MountainCar-v0,dueling_dqn,1,164,-184.5304,,0.083857
MountainCar-v0,dueling_dqn,1,165,-57.2414,,0.0826
MountainCar-v0,dueling_dqn,1,166,-144.3033,,0.081361
MountainCar-v0,dueling_dqn,1,167,-141.0497,,0.08014
MountainCar-v0,dueling_dqn,1,168,79.6406,,0.078938
MountainCar-v0,dueling_dqn,1,169,30.0684,,0.077754
MountainCar-v0,dueling_dqn,1,170,44.6319,,0.076588
MountainCar-v0,dueling_dqn,1,171,-116.5087,,0.075439
MountainCar-v0,dueling_dqn,1,172,-117.7782,,0.074307
MountainCar-v0,dueling_dqn,1,173,-147.6745,,0.073193
MountainCar-v0,dueling_dqn,1,174,43.0751,,0.072095
MountainCar-v0,dueling_dqn,1,175,-166.3201,,0.071013
MountainCar-v0,dueling_dqn,1,176,-159.8264,,0.069948
MountainCar-v0,dueling_dqn,1,177,21.5927,,0.068899
MountainCar-v0,dueling_dqn,1,178,37.7481,,0.067865
MountainCar-v0,dueling_dqn,1,179,24.7218,,0.066848
MountainCar-v0,dueling_dqn,1,180,-100.1247,-160.3789,0.065845
MountainCar-v0,dueling_dqn,1,181,44.9115,,0.064857
MountainCar-v0,dueling_dqn,1,182,72.7559,,0.063884
MountainCar-v0,dueling_dqn,1,183,30.9709,,0.062926
MountainCar-v0,dueling_dqn,1,184,-167.4385,,0.061982
MountainCar-v0,dueling_dqn,1,185,-89.0171,,0.061052
MountainCar-v0,dueling_dqn,1,186,-149.686,,0.060137
MountainCar-v0,dueling_dqn,1,187,-142.149,,0.059235
MountainCar-v0,dueling_dqn,1,188,23.2714,,0.058346
MountainCar-v0,dueling_dqn,1,189,-163.9601,,0.057471
MountainCar-v0,dueling_dqn,1,190,74.809,,0.056609
MountainCar-v0,dueling_dqn,1,191,9.217,,0.05576
MountainCar-v0,dueling_dqn,1,192,-152.2933,,0.054923
MountainCar-v0,dueling_dqn,1,193,18.0733,,0.054099
MountainCar-v0,dueling_dqn,1,194,-154.7446,,0.053288
MountainCar-v0,dueling_dqn,1,195,-124.2185,,0.052489
MountainCar-v0,dueling_dqn,1,196,25.3426,,0.051701
MountainCar-v0,dueling_dqn,1,197,-148.3111,,0.050926
MountainCar-v0,dueling_dqn,1,198,32.21,,0.050162
MountainCar-v0,dueling_dqn,1,199,-145.2837,,0.049409
MountainCar-v0,dueling_dqn,1,200,-97.586,-121.3344,0.048668
